domainIncludes	has_label_snail	rangeIncludes	label_snail	label-dash	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
MerchantReturnPolicy	has_customer_remorse_return_fees	ReturnFeesEnumeration	customer_remorse_return_fees	customer-remorse-return-fees	customerRemorseReturnFees	pending:							The type of return fees if the product is returned due to customer remorse.
MerchantReturnPolicy	has_item_defect_return_fees	ReturnFeesEnumeration	item_defect_return_fees	item-defect-return-fees	itemDefectReturnFees	pending:							The type of return fees for returns of defect products.
MerchantReturnPolicy	has_return_fees	ReturnFeesEnumeration	return_fees	return-fees	returnFees	pending:							The type of return fees for purchased products (for any return reason).
MerchantReturnPolicy	has_customer_remorse_return_label_source	ReturnLabelSourceEnumeration	customer_remorse_return_label_source	customer-remorse-return-label-source	customerRemorseReturnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a product returned due to customer remorse.
MerchantReturnPolicy	has_item_defect_return_label_source	ReturnLabelSourceEnumeration	item_defect_return_label_source	item-defect-return-label-source	itemDefectReturnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a defect product.
MerchantReturnPolicy	has_return_label_source	ReturnLabelSourceEnumeration	return_label_source	return-label-source	returnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a product returned for any reason.
MerchantReturnPolicy	has_return_method	ReturnMethodEnumeration	return_method	return-method	returnMethod	pending:							"The type of return method offered, specified from an enumeration."
Review	has_associated_claim_review	Review	associated_claim_review	associated-claim-review	associatedClaimReview	pending:	associatedReview						"An associated <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case <a class=""localLink"" href=""/relatedMediaReview"">relatedMediaReview</a> would commonly be used on a <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, while <a class=""localLink"" href=""/relatedClaimReview"">relatedClaimReview</a> would be used on <a class=""localLink"" href=""/MediaReview"">MediaReview</a>."
Review	has_associated_media_review	Review	associated_media_review	associated-media-review	associatedMediaReview	pending:	associatedReview						"An associated <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case <a class=""localLink"" href=""/relatedMediaReview"">relatedMediaReview</a> would commonly be used on a <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, while <a class=""localLink"" href=""/relatedClaimReview"">relatedClaimReview</a> would be used on <a class=""localLink"" href=""/MediaReview"">MediaReview</a>."
Review	has_associated_review	Review	associated_review	associated-review	associatedReview	pending:			"associatedClaimReview, associatedMediaReview"				"An associated <a class=""localLink"" href=""/Review"">Review</a>."
ReviewAction	has_result_review	Review	result_review	result-review	resultReview		result						A sub property of result. The review that resulted in the performing of the action.
"Brand, CreativeWork, Event, Offer, Organization, Place, Product, Service"	has_review	Review	review	review	review						reviews		A review of the item.
"CreativeWork, Offer, Organization, Place, Product"	has_reviews	Review	reviews	reviews	reviews							review	Review of the item.
RsvpAction	has_rsvp_response	RsvpResponseType	rsvp_response	rsvp-response	rsvpResponse								"The response (yes, no, maybe) to the RSVP."
Event	has_event_schedule	Schedule	event_schedule	event-schedule	eventSchedule	pending:							"Associates an <a class=""localLink"" href=""/Event"">Event</a> with a <a class=""localLink"" href=""/Schedule"">Schedule</a>. There are circumstances where it is preferable to share a schedule for a series of
      repeating events rather than data on the individual events themselves. For example, a website or application might prefer to publish a schedule for a weekly
      gym class rather than provide data on every event. A schedule could be processed by applications to add forthcoming events to a calendar. An <a class=""localLink"" href=""/Event"">Event</a> that
      is associated with a <a class=""localLink"" href=""/Schedule"">Schedule</a> using this property should not have <a class=""localLink"" href=""/startDate"">startDate</a> or <a class=""localLink"" href=""/endDate"">endDate</a> properties. These are instead defined within the associated
      <a class=""localLink"" href=""/Schedule"">Schedule</a>, this avoids any ambiguity for clients using the data. The property might have repeated values to specify different schedules, e.g. for different months
      or seasons."
Ticket	has_ticketed_seat	Seat	ticketed_seat	ticketed-seat	ticketedSeat								The seat associated with the ticket.
Permit	has_issued_through	Service	issued_through	issued-through	issuedThrough								The service through which the permit was granted.
ServiceChannel	is_providing_service	Service	is_providing_service	provides-service	providesService								The service provided by this channel.
Service	has_available_channel	ServiceChannel	available_channel	available-channel	availableChannel								"A means of accessing the service (e.g. a phone bank, a web site, a location, etc.)."
"DeliveryTimeSettings, OfferShippingDetails"	has_delivery_time	ShippingDeliveryTime	delivery_time	delivery-time	deliveryTime	pending:							The total delay between the receipt of the order and the goods reaching the final customer.
SizeSpecification	has_size_group	"SizeGroupEnumeration, Text"	size_group	size-group	sizeGroup	pending:							"The size group (also known as ""size type"") for a product's size. Size groups are common in the fashion industry to define size segments and suggested audiences for wearable products. Multiple values can be combined, for example ""men's big and tall"", ""petite maternity"" or ""regular"""
SizeSpecification	has_size_system	"SizeSystemEnumeration, Text"	size_system	size-system	sizeSystem	pending:							"The size system used to identify a product's size. Typically either a standard (for example, ""GS1"" or ""ISO-EN13402""), country code (for example ""US"" or ""JP""), or a measuring system (for example ""Metric"" or ""Imperial"")."
EntryPoint	has_action_application	SoftwareApplication	action_application	action-application	actionApplication						application		An application that can complete the request.
EntryPoint	has_application	SoftwareApplication	application	application	application							actionApplication	An application that can complete the request.
SoftwareApplication	has_software_add_on	SoftwareApplication	software_add_on	software-add-on	softwareAddOn								Additional content for a software application.
SoftwareSourceCode	has_target_product	SoftwareApplication	target_product	target-product	targetProduct								"Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used."
InteractionCounter	has_interaction_service	"SoftwareApplication, WebSite"	interaction_service	interaction-service	interactionService								The WebSite or SoftwareApplication where the interactions took place.
MathSolver	has_math_expression	"SolveMathAction, Text"	math_expression	math-expression	mathExpression	pending:							"A mathematical expression (e.g. 'x^2-3x=0') that may be solved for a specific variable, simplified, or transformed. This can take many formats, e.g. LaTeX, Ascii-Math, or math as you would write with a keyboard."
"Article, WebPage"	has_speakable	"SpeakableSpecification, URL"	speakable	speakable	speakable								"Indicates sections of a Web page that are particularly 'speakable' in the sense of being highlighted as being especially appropriate for text-to-speech conversion. Other sections of a page may also be usefully spoken in particular circumstances; the 'speakable' property serves to indicate the parts most likely to be generally useful for speech.<br/><br/>

The <em>speakable</em> property can be repeated an arbitrary number of times, with three kinds of possible 'content-locator' values:<br/><br/>

1.) <em>id-value</em> URL references - uses <em>id-value</em> of an element in the page being annotated. The simplest use of <em>speakable</em> has (potentially relative) URL values, referencing identified sections of the document concerned.<br/><br/>

2.) CSS Selectors - addresses content in the annotated page, e.g. via class attribute. Use the <a class=""localLink"" href=""/cssSelector"">cssSelector</a> property.<br/><br/>

3.)  XPaths - addresses content via XPaths (assuming an XML view of the content). Use the <a class=""localLink"" href=""/xpath"">xpath</a> property.<br/><br/>

For more sophisticated markup of speakable sections beyond simple ID references, either CSS selectors or XPath expressions to pick out document section(s) as speakable. For this
we define a supporting type, <a class=""localLink"" href=""/SpeakableSpecification"">SpeakableSpecification</a>  which is defined to be a possible value of the <em>speakable</em> property."
WebPage	has_specialty	Specialty	specialty	specialty	specialty								One of the domain specialities to which this web page's content applies.
ExerciseAction	has_sports_activity_location	SportsActivityLocation	sports_activity_location	sports-activity-location	sportsActivityLocation		location						A sub property of location. The sports activity location where this action occurred.
ExerciseAction	has_sports_event	SportsEvent	sports_event	sports-event	sportsEvent		location						A sub property of location. The sports event where this action occurred.
ExerciseAction	has_sports_team	SportsTeam	sports_team	sports-team	sportsTeam		participant						A sub property of participant. The sports team that participated on this action.
Observation	has_observed_node	StatisticalPopulation	observed_node	observed-node	observedNode	pending:							"The observedNode of an <a class=""localLink"" href=""/Observation"">Observation</a>, often a <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a>."
Vehicle	has_steering_position	SteeringPositionValue	steering_position	steering-position	steeringPosition								The position of the steering wheel or similar device (mostly for cars).
Taxon	has_child_taxon	"Taxon, Text, URL"	child_taxon	child-taxon	childTaxon	pending:				parentTaxon			Closest child taxa of the taxon in question.
Taxon	has_parent_taxon	"Taxon, Text, URL"	parent_taxon	parent-taxon	parentTaxon	pending:				childTaxon			Closest parent taxon of the taxon in question.
Flight	has_aircraft	"Text, Vehicle"	aircraft	aircraft	aircraft								"The kind of aircraft (e.g., ""Boeing 747"")."
"CommunicateAction, CreativeWork, Event"	has_about	Thing	about	about	about				mainEntity	subjectOf			The subject matter of the content.
"Game, VideoGameSeries"	has_character_attribute	Thing	character_attribute	character-attribute	characterAttribute								"A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage)."
UpdateAction	has_collection	Thing	collection	collection	collection		object					targetCollection	A sub property of object. The collection target of the action.
Action	has_error	Thing	error	error	error								"For failed actions, more information on the cause of the failure."
"Game, VideoGameSeries"	has_game_item	Thing	game_item	game-item	gameItem								"An item is an object within the game world that can be collected by a player or, occasionally, a non-player character."
Action	has_instrument	Thing	instrument	instrument	instrument				"deliveryMethod, diet, exercisePlan, exerciseRelatedDiet, language, query, recipe, supply, tool"				The object that helped the agent perform the action. E.g. John wrote a book with <em>a pen</em>.
"DataFeedItem, ListItem"	has_item	Thing	item	item	item								An entity represented by an entry in a list or data feed (e.g. an 'artist' in a list of 'artists').
"AggregateRating, Review"	has_item_reviewed	Thing	item_reviewed	item-reviewed	itemReviewed								The item that is being reviewed/rated.
CreativeWork	has_main_entity	Thing	main_entity	main-entity	mainEntity		about			mainEntityOfPage			Indicates the primary entity described in some page or other CreativeWork.
CreativeWork	has_mentions	Thing	mentions	mentions	mentions								"Indicates that the CreativeWork contains a reference to, but is not necessarily about a concept."
Action	has_object	Thing	object	object	object				"actionOption, candidate, collection, followee, option, question, replacee, replacer, targetCollection"				"The object upon which the action is carried out, whose state is kept intact or changed. Also known as the semantic roles patient, affected or undergoer (which change their state) or theme (which doesn't). E.g. John read <em>a book</em>."
Service	has_produces	Thing	produces	produces	produces							serviceOutput	"The tangible thing generated by the service, e.g. a passport, permit, etc."
"Game, VideoGameSeries"	has_quest	Thing	quest	quest	quest								"The task that a player-controlled character, or group of characters may complete in order to gain a reward."
ReplaceAction	has_replacee	Thing	replacee	replacee	replacee		object						A sub property of object. The object that is being replaced.
ReplaceAction	has_replacer	Thing	replacer	replacer	replacer		object						A sub property of object. The object that replaces.
Reservation	has_reservation_for	Thing	reservation_for	reservation-for	reservationFor								"The thing -- flight, event, restaurant, etc. being reserved."
Action	has_result	Thing	result	result	result				"resultComment, resultReview"				The result produced in the action. E.g. John wrote <em>a book</em>.
Service	has_service_output	Thing	service_output	service-output	serviceOutput						produces		"The tangible thing generated by the service, e.g. a passport, permit, etc."
UpdateAction	has_target_collection	Thing	target_collection	target-collection	targetCollection		object				collection		A sub property of object. The collection target of the action.
Reservation	has_reserved_ticket	Ticket	reserved_ticket	reserved-ticket	reservedTicket								A ticket associated with the reservation.
OpeningHoursSpecification	has_closes	Time	closes	closes	closes								The closing hour of the place or service on the given day(s) of the week.
ShippingDeliveryTime	has_cutoff_time	Time	cutoff_time	cutoff-time	cutoffTime	pending:							"Order cutoff time allows merchants to describe the time after which they will no longer process orders received on that day. For orders processed after cutoff time, one day gets added to the delivery time estimate. This property is expected to be most typically used via the <a class=""localLink"" href=""/ShippingRateSettings"">ShippingRateSettings</a> publication pattern. The time is indicated using the ISO-8601 Time format, e.g. ""23:30:00-05:00"" would represent 6:30 pm Eastern Standard Time (EST) which is 5 hours behind Coordinated Universal Time (UTC)."
OpeningHoursSpecification	has_opens	Time	opens	opens	opens								The opening hour of the place or service on the given day(s) of the week.
TouristDestination	is_including_attraction	TouristAttraction	is_including_attraction	includes-attraction	includesAttraction	pending:							Attraction located at destination.
TrainTrip	has_arrival_station	TrainStation	arrival_station	arrival-station	arrivalStation								The station where the train trip ends.
TrainTrip	has_departure_station	TrainStation	departure_station	departure-station	departureStation								The station from which the train departs.
Trip	has_part_of_trip	Trip	part_of_trip	part-of-trip	partOfTrip	pending:				subTrip			"Identifies that this <a class=""localLink"" href=""/Trip"">Trip</a> is a subTrip of another Trip.  For example Day 1, Day 2, etc. of a multi-day trip."
Trip	has_sub_trip	Trip	sub_trip	sub-trip	subTrip	pending:				partOfTrip			"Identifies a <a class=""localLink"" href=""/Trip"">Trip</a> that is a subTrip of this Trip.  For example Day 1, Day 2, etc. of a multi-day trip."
"TVClip, TVEpisode, TVSeason"	has_part_of_tv_series	TVSeries	part_of_tv_series	part-of-tv-series	partOfTVSeries		isPartOf					partOfSeries	The TV series to which this episode or season belongs.
"Demand, Offer, ProductCollection"	is_including_object	TypeAndQuantityNode	is_including_object	includes-object	includesObject								"This links to a node or nodes indicating the exact quantity of the products included in  an <a class=""localLink"" href=""/Offer"">Offer</a> or <a class=""localLink"" href=""/ProductCollection"">ProductCollection</a>."
ExchangeRateSpecification	has_current_exchange_rate	UnitPriceSpecification	current_exchange_rate	current-exchange-rate	currentExchangeRate	pending:							The current price of a currency.
CompoundPriceSpecification	has_price_component	UnitPriceSpecification	price_component	price-component	priceComponent								"This property links to all <a class=""localLink"" href=""/UnitPriceSpecification"">UnitPriceSpecification</a> nodes that apply in parallel for the <a class=""localLink"" href=""/CompoundPriceSpecification"">CompoundPriceSpecification</a> node."
Muscle	has_blood_supply	Vessel	blood_supply	blood-supply	bloodSupply								The blood vessel that carries blood from the heart to the muscle.
Vein	has_drains_to	Vessel	drains_to	drains-to	drainsTo								The vasculature that the vein drains into.
LymphaticVessel	is_originating_from	Vessel	is_originating_from	originates-from	originatesFrom								"The vasculature the lymphatic structure originates, or afferents, from."
LymphaticVessel	is_runing_to	Vessel	is_running_to	runs-to	runsTo								"The vasculature the lymphatic structure runs, or efferents, to."
GameServer	has_game	VideoGame	game	game	game					gameServer			Video game which is played on this server.
"CreativeWorkSeason, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries"	has_trailer	VideoObject	trailer	trailer	trailer								"The trailer of a movie or TV/radio series, season, episode, etc."
"Demand, Offer"	has_warranty	WarrantyPromise	warranty	warranty	warranty						warrantyPromise		The warranty promise(s) included in the offer.
"BuyAction, SellAction"	has_warranty_promise	WarrantyPromise	warranty_promise	warranty-promise	warrantyPromise							warranty	The warranty promise(s) included in the offer.
WarrantyPromise	has_warranty_scope	WarrantyScope	warranty_scope	warranty-scope	warrantyScope								The scope of the warranty promise.
WebPage	has_main_content_of_page	WebPageElement	main_content_of_page	main-content-of-page	mainContentOfPage						aspect		Indicates if this web page element is the main subject of the page.
"SpeakableSpecification, WebPageElement"	has_xpath	XPathType	xpath	xpath	xpath								"An XPath, e.g. of a <a class=""localLink"" href=""/SpeakableSpecification"">SpeakableSpecification</a> or <a class=""localLink"" href=""/WebPageElement"">WebPageElement</a>. In the latter case, multiple matches within a page can constitute a single conceptual ""Web page element""."
	has_interaction_count		interaction_count	interaction-count	interactionCount							interactionStatistic	"This property is deprecated, alongside the UserInteraction types on which it depended."
